"Date","CasesNational","CasesCABA","CasesBuenosAires","CasesCatamarca","CasesChaco","CasesChubut","CasesCordoba","CasesCorrientes","CasesEntreRios","CasesFormosa","CasesJujuy","CasesLaPampa","CasesLaRioja","CasesMendoza","CasesMisiones","CasesNeuquen","CasesRioNegro","CasesSalta","CasesSanJuan","CasesSanLuis","CasesSantaCruz","CasesSantaFe","CasesSantiagoDelEstero","CasesTierraDelFuego","CasesTucuman"
2020-03-03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2020-03-10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,11,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-03-16,9,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,13,4,1,0,1,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2020-03-18,19,10,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,31,8,14,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1
2020-03-20,30,9,9,0,1,0,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2020-03-21,67,29,14,0,5,0,4,2,0,0,0,0,0,5,0,0,1,0,0,0,0,3,0,3,1
2020-03-22,41,11,8,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020-03-23,35,11,5,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
2020-03-24,84,29,29,0,9,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,4,0
2020-03-25,117,21,30,0,12,0,15,0,3,0,0,0,0,1,0,1,0,0,0,4,5,22,0,1,2
2020-03-26,87,30,27,0,3,0,3,0,0,0,2,0,0,1,0,3,0,0,0,0,2,12,0,3,0
2020-03-27,101,27,36,0,3,0,5,3,3,0,0,0,0,1,1,4,3,0,0,0,0,9,1,0,6
2020-03-28,55,18,8,0,5,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,13,0,4,0
2020-03-29,75,13,16,0,4,0,18,1,0,0,0,2,1,1,1,0,0,0,1,0,0,13,0,4,0
2020-03-30,146,34,36,0,12,0,8,10,3,0,0,0,0,3,0,8,0,0,0,0,0,21,0,11,0
2020-03-31,88,19,17,0,3,0,14,1,0,0,0,0,0,2,1,0,1,0,0,0,0,22,0,7,1
2020-04-01,79,10,10,0,12,0,6,1,1,0,0,0,0,10,0,4,0,2,0,1,10,11,0,0,1
2020-04-02,132,24,36,0,3,0,16,1,2,0,2,0,3,0,0,4,0,0,0,2,2,8,1,24,4
2020-04-03,88,28,22,0,8,0,14,0,2,0,0,0,0,2,0,1,1,0,0,1,0,8,0,1,0
2020-04-04,98,34,26,0,8,0,3,0,0,0,0,0,2,0,0,4,5,0,0,0,1,5,1,8,1
2020-04-05,103,32,33,0,0,0,5,0,1,0,0,0,2,2,0,11,2,0,0,0,1,11,0,3,0
2020-04-06,74,17,12,0,4,0,7,2,0,0,0,0,1,1,0,6,2,0,0,1,0,8,5,2,5
2020-04-07,87,24,34,0,4,0,4,0,1,0,0,0,0,2,0,3,2,0,0,0,8,3,0,2,1
2020-04-08,80,18,17,0,15,0,1,0,0,0,0,1,0,6,0,17,1,0,0,0,0,2,0,2,0
2020-04-09,99,23,28,0,6,0,5,0,2,0,0,0,5,2,0,7,13,0,0,0,0,7,0,0,1
2020-04-10,81,11,19,0,5,0,13,0,0,0,0,1,0,9,0,7,7,0,0,0,6,1,0,2,0
2020-04-11,167,46,37,0,0,0,32,0,0,0,0,0,4,5,0,1,23,0,1,0,3,3,3,8,1
2020-04-12,66,8,28,0,1,0,5,0,-1,0,0,0,1,3,0,1,13,0,0,0,0,3,0,4,0
2020-04-13,69,10,29,0,3,0,4,7,0,0,0,0,3,2,0,2,3,0,0,0,0,2,0,4,0
2020-04-14,166,22,66,0,31,0,12,1,0,0,0,0,6,3,0,2,13,0,0,0,0,2,0,8,0
2020-04-15,128,30,62,0,7,1,6,-1,0,0,0,0,3,1,0,1,12,1,0,0,0,2,0,3,0
2020-04-16,98,15,31,0,11,0,13,0,1,0,0,0,3,5,0,1,9,-1,0,0,0,3,0,7,0
2020-04-17,89,14,34,0,22,0,6,0,0,0,0,0,1,1,1,1,1,0,0,0,0,6,0,2,0
2020-04-18,81,14,31,0,24,0,2,0,0,0,0,0,0,0,1,3,3,0,0,0,0,3,0,0,0
2020-04-19,102,15,48,0,5,1,11,0,0,0,0,0,4,3,0,3,8,0,0,0,0,1,0,3,0
2020-04-20,90,22,42,0,5,0,0,3,0,0,0,0,0,1,0,3,10,0,0,0,1,2,0,0,1
2020-04-21,113,33,60,0,5,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,1,0,2,0
2020-04-22,144,39,61,0,7,0,4,0,0,0,0,0,5,1,0,1,17,0,0,0,0,5,0,0,4
2020-04-23,147,37,84,0,10,0,2,1,0,0,0,0,0,1,0,1,4,0,0,0,0,6,0,1,0
2020-04-24,172,79,61,0,7,0,3,4,0,0,0,0,2,0,1,0,11,0,0,0,1,3,0,1,-1
2020-04-25,173,55,94,0,7,0,1,1,0,0,0,0,3,0,0,0,4,0,0,0,0,3,1,4,0
2020-04-26,112,36,56,0,3,0,3,6,1,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,1
2020-04-27,111,32,50,0,10,0,0,0,0,0,0,0,0,0,2,3,8,0,0,0,5,0,0,1,0
2020-04-28,124,50,48,0,0,0,2,1,0,0,0,0,1,1,0,0,13,0,0,0,0,1,0,6,1
2020-04-29,158,34,103,0,4,0,1,0,0,0,0,0,1,2,4,1,8,0,0,0,0,0,0,0,0
2020-04-30,142,45,66,0,3,0,2,1,0,0,0,0,0,5,0,1,14,0,0,0,1,0,0,2,2
2020-05-01,104,29,34,0,12,1,13,0,2,0,0,0,3,1,0,0,8,0,0,0,0,0,0,1,0
2020-05-02,148,58,45,0,11,1,12,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,3,0
2020-05-03,103,49,38,0,5,0,1,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0
2020-05-04,104,43,38,0,5,0,6,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,3
2020-05-05,134,57,58,0,11,0,1,0,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0
2020-05-06,188,102,63,0,8,0,5,3,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0
2020-05-07,163,77,50,0,26,0,4,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0
2020-05-08,240,130,77,0,26,0,2,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
2020-05-09,165,83,60,0,9,0,6,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0
2020-05-10,258,165,51,0,32,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0
2020-05-11,244,138,44,0,17,0,14,16,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,1
2020-05-12,285,188,80,0,10,0,3,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2020-05-13,315,178,96,0,18,0,11,5,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
2020-05-14,255,154,79,0,9,0,5,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
2020-05-15,345,214,86,0,25,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
2020-05-16,327,193,97,0,21,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
2020-05-17,263,147,74,0,19,0,20,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2020-05-18,303,169,93,0,13,0,20,-1,0,0,0,0,2,0,0,0,2,0,1,0,0,4,0,0,0
2020-05-19,438,224,157,0,34,0,9,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,6,0,0
2020-05-20,474,257,178,0,35,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-05-21,648,379,213,0,34,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,1
2020-05-22,-1,404,266,0,27,0,9,0,0,0,0,0,0,0,0,0,6,2,0,0,0,4,0,0,0
2020-05-23,718,400,289,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2
2020-05-24,704,494,196,0,20,0,6,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0
2020-05-25,723,377,159,0,9,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2
2020-05-26,552,328,236,0,23,1,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,1,0,0,0
2020-05-27,600,361,315,0,16,0,0,2,0,0,0,0,0,0,0,2,8,0,1,0,0,0,0,1,0
2020-05-28,1475,425,299,0,28,3,0,1,1,0,1,0,0,0,2,3,7,0,0,0,0,0,0,0,0
2020-05-29,717,398,273,0,26,0,0,6,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
2020-05-30,795,459,296,0,24,2,0,0,1,0,0,0,0,3,0,1,5,1,0,0,0,2,0,0,1
2020-05-31,637,358,254,0,13,0,2,1,0,0,0,0,0,0,1,3,4,0,0,0,1,0,0,0,0
2020-06-01,564,274,252,0,3,0,0,6,0,0,0,0,0,8,0,3,11,3,0,0,1,3,0,0,0
2020-06-02,904,371,488,0,30,0,1,2,2,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0
2020-06-03,949,467,442,0,6,1,1,0,2,0,0,0,0,0,1,10,16,0,0,0,0,3,0,0,0
2020-06-04,929,437,423,0,53,0,2,0,0,0,0,0,0,0,1,0,8,0,0,0,0,5,0,0,0
2020-06-05,840,422,371,0,29,3,1,0,4,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0
2020-06-06,983,475,457,0,19,1,0,0,10,0,0,0,0,0,3,1,15,0,0,0,0,2,0,0,0
2020-06-07,774,359,375,0,18,5,0,0,2,0,0,0,1,0,3,0,10,1,0,0,0,0,0,0,0
2020-06-08,826,420,345,0,45,1,1,0,2,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0
2020-06-09,1141,535,545,0,28,5,2,1,2,0,2,0,0,1,0,5,13,0,0,0,0,2,0,0,0
2020-06-10,1226,522,622,0,45,0,5,0,4,0,0,0,0,0,0,10,12,1,1,0,0,4,0,0,0
2020-06-11,1386,538,756,0,48,0,3,3,6,0,0,0,0,1,1,14,14,0,0,0,0,2,0,0,0
2020-06-12,1391,565,744,0,39,4,9,0,4,1,0,0,0,2,0,6,16,0,0,0,0,0,0,0,1
2020-06-13,1531,558,849,0,49,9,6,1,2,26,0,0,0,0,0,13,13,2,1,0,0,1,0,0,1
2020-06-14,1282,558,636,0,27,2,6,2,15,6,0,1,0,7,0,9,6,1,0,0,0,0,0,0,6
2020-06-15,1208,575,552,0,38,22,2,1,2,0,0,0,0,0,1,3,12,0,0,0,0,0,0,0,0
2020-06-16,1374,488,797,0,23,1,1,1,12,0,0,0,0,3,0,28,17,0,0,0,0,3,0,0,0
2020-06-17,1393,522,799,0,20,8,6,2,5,0,1,0,0,1,0,11,14,1,0,0,0,2,0,0,1
2020-06-18,1958,692,1107,0,68,10,9,1,6,4,3,0,0,3,0,16,27,0,0,0,0,11,0,0,1
2020-06-19,2060,804,1118,0,31,3,19,5,4,0,1,0,0,3,0,27,34,0,0,0,0,11,0,0,0
2020-06-20,1634,513,1013,0,24,3,20,1,19,2,0,0,0,5,0,9,19,0,0,0,0,6,0,0,0
2020-06-21,1581,707,746,0,52,6,13,0,10,0,0,0,0,5,0,9,16,0,0,0,0,17,0,0,0
2020-06-22,2146,1025,1037,0,20,5,11,0,16,0,2,0,0,3,0,11,8,1,1,0,0,5,0,0,1
2020-06-23,2285,759,1334,0,55,2,23,0,17,6,3,0,1,8,0,29,19,0,0,0,0,29,0,0,0
2020-06-24,2635,1012,1463,0,37,2,2,0,24,0,26,1,7,8,0,12,24,3,0,0,0,4,0,0,10
2020-06-25,2606,942,1482,0,61,1,6,0,17,0,1,0,2,1,1,20,50,0,0,0,0,21,0,0,1
2020-06-26,2886,968,1692,0,76,10,8,0,19,25,27,0,1,3,0,31,13,0,0,0,0,12,0,0,1
2020-06-27,2401,849,1424,0,52,0,15,1,12,0,3,0,1,6,0,16,14,2,0,0,0,5,0,0,1
2020-06-28,2189,852,1225,0,47,5,5,0,24,0,0,0,0,6,0,12,6,0,0,0,0,6,1,0,0
2020-06-29,2335,944,1279,0,31,1,2,2,5,0,16,0,4,1,1,18,24,3,0,0,0,3,1,0,0
2020-06-30,2262,744,1374,0,70,8,11,0,6,0,6,0,4,4,0,18,15,1,0,0,0,1,0,0,0
2020-07-01,2667,841,1672,0,60,8,11,1,9,4,17,0,1,7,0,12,13,2,0,0,0,1,1,0,7
2020-07-02,2744,840,1733,0,81,0,8,0,14,1,14,0,3,2,0,12,34,0,0,0,0,2,0,0,0
2020-07-03,2845,835,1849,1,37,12,8,0,11,0,20,0,3,3,0,28,23,8,0,0,0,5,0,0,2
2020-07-04,2590,899,1517,5,53,0,13,0,5,0,14,0,5,4,0,20,28,16,0,1,0,5,0,4,1
2020-07-05,2439,767,1564,0,47,6,14,1,6,0,1,0,6,7,0,9,3,2,0,0,0,3,0,0,3
2020-07-06,2632,995,1477,1,26,6,28,1,5,0,29,0,5,4,1,34,7,2,1,0,4,5,1,0,0
2020-07-07,2979,1026,1751,0,22,0,48,1,10,0,30,0,3,23,0,22,25,8,0,0,0,9,1,0,0
2020-07-08,3604,1117,2222,21,59,13,21,3,11,0,38,0,14,22,0,23,11,6,0,0,0,14,8,0,1
2020-07-09,3663,1058,2372,10,30,19,27,0,21,0,52,0,1,11,0,10,23,9,0,0,2,15,1,1,1
2020-07-10,3367,1049,2119,0,50,4,26,0,25,0,23,0,6,12,0,14,26,2,0,0,3,6,0,0,2
2020-07-11,3449,1051,2113,1,56,9,30,1,32,0,59,0,5,14,0,13,25,21,0,0,0,19,0,0,0
2020-07-12,2657,754,1633,0,25,1,34,0,60,0,68,0,4,14,0,17,14,2,0,0,1,23,0,6,1
2020-07-13,3099,863,2002,0,25,5,44,0,42,0,5,0,6,13,0,47,27,8,0,0,0,11,0,0,1
2020-07-14,3645,1040,2263,0,72,2,43,2,22,0,16,0,8,27,0,21,43,9,0,1,0,29,0,47,0
2020-07-15,4249,1220,2733,2,77,5,17,0,9,0,50,1,3,29,0,35,28,2,5,0,9,23,0,0,1
